,Year Admitted,Present Age.,Total
1865,1894,79.0,1
1866,1894,80.0,1
1867,1895,17.0,1
1868,1895,19.0,4
1869,1895,20.0,1
1870,1895,21.0,1
1871,1895,25.0,1
1872,1895,26.0,5
1873,1895,28.0,2
1874,1895,29.0,1
1875,1895,30.0,1
1876,1895,31.0,1
1877,1895,33.0,2
1878,1895,34.0,4
1879,1895,35.0,1
1880,1895,36.0,2
1881,1895,38.0,2
1882,1895,40.0,3
1883,1895,41.0,2
1884,1895,45.0,2
1885,1895,46.0,2
1886,1895,47.0,2
1887,1895,48.0,1
1888,1895,49.0,1
1889,1895,51.0,1
1890,1895,52.0,1
1891,1895,54.0,1
1892,1895,57.0,1
1893,1895,58.0,1
1894,1895,59.0,1
1895,1895,60.0,1
1896,1895,64.0,1
1897,1895,66.0,1
1898,1895,73.0,1
1899,1895,75.0,1
1900,1896,19.0,1
1901,1896,20.0,1
1902,1896,22.0,2
1903,1896,23.0,4
1904,1896,24.0,2
1905,1896,25.0,1
1906,1896,26.0,1
1907,1896,27.0,2
1908,1896,30.0,2
1909,1896,31.0,2
1910,1896,32.0,1
1911,1896,33.0,1
1912,1896,34.0,2
1913,1896,37.0,2
1914,1896,38.0,2
1915,1896,39.0,2
1916,1896,42.0,1
1917,1896,43.0,3
1918,1896,44.0,5
1919,1896,45.0,1
1920,1896,46.0,2
1921,1896,48.0,1
1922,1896,49.0,4
1923,1896,50.0,2
1924,1896,52.0,1
1925,1896,53.0,1
1926,1896,54.0,1
1927,1896,56.0,2
1928,1896,59.0,1
1929,1896,60.0,1
1930,1896,62.0,2
1931,1896,65.0,1
1932,1896,67.0,1
1933,1896,72.0,1
1934,1896,73.0,1
1935,1896,74.0,1
1936,1896,75.0,1
1937,1896,80.0,2
1938,1897,15.0,1
1939,1897,19.0,3
1940,1897,20.0,1
1941,1897,21.0,2
1942,1897,22.0,2
1943,1897,24.0,1
1944,1897,25.0,2
1945,1897,26.0,2
1946,1897,27.0,2
1947,1897,28.0,2
1948,1897,29.0,4
1949,1897,30.0,4
1950,1897,31.0,1
1951,1897,33.0,1
1952,1897,34.0,2
1953,1897,35.0,3
1954,1897,36.0,4
1955,1897,39.0,2
1956,1897,40.0,2
1957,1897,42.0,4
1958,1897,43.0,5
1959,1897,44.0,3
1960,1897,45.0,1
1961,1897,46.0,1
1962,1897,48.0,2
1963,1897,49.0,2
1964,1897,50.0,2
1965,1897,51.0,2
1966,1897,52.0,1
1967,1897,54.0,1
1968,1897,56.0,4
1969,1897,58.0,1
1970,1897,60.0,3
1971,1897,61.0,1
1972,1897,63.0,1
1973,1897,65.0,1
1974,1897,74.0,1
1975,1897,76.0,1
1976,1897,77.0,1
1977,1897,85.0,2
1978,1898,16.0,2
1979,1898,19.0,1
1980,1898,20.0,4
1981,1898,21.0,3
1982,1898,22.0,1
1983,1898,23.0,1
1984,1898,24.0,2
1985,1898,25.0,1
1986,1898,26.0,1
1987,1898,27.0,1
1988,1898,28.0,1
1989,1898,29.0,1
1990,1898,30.0,2
1991,1898,32.0,3
1992,1898,33.0,1
1993,1898,34.0,1
1994,1898,35.0,2
1995,1898,36.0,2
1996,1898,37.0,2
1997,1898,38.0,3
1998,1898,39.0,2
1999,1898,40.0,6
2000,1898,41.0,1
2001,1898,42.0,1
2002,1898,43.0,2
2003,1898,44.0,4
2004,1898,45.0,4
2005,1898,47.0,1
2006,1898,48.0,1
2007,1898,49.0,3
2008,1898,51.0,1
2009,1898,52.0,1
2010,1898,54.0,4
2011,1898,57.0,2
2012,1898,58.0,3
2013,1898,59.0,2
2014,1898,60.0,1
2015,1898,62.0,1
2016,1898,65.0,1
2017,1898,67.0,1
2018,1898,68.0,1
2019,1898,69.0,2
2020,1898,70.0,1
2021,1898,79.0,1
2022,1898,81.0,1
2023,1899,19.0,1
2024,1899,20.0,4
2025,1899,21.0,2
2026,1899,22.0,1
2027,1899,24.0,4
2028,1899,25.0,3
2029,1899,26.0,2
2030,1899,27.0,1
2031,1899,28.0,1
2032,1899,29.0,2
2033,1899,30.0,2
2034,1899,31.0,4
2035,1899,32.0,1
2036,1899,33.0,1
2037,1899,34.0,3
2038,1899,35.0,1
2039,1899,36.0,5
2040,1899,37.0,1
2041,1899,38.0,3
2042,1899,39.0,3
2043,1899,40.0,3
2044,1899,41.0,2
2045,1899,42.0,2
2046,1899,43.0,1
2047,1899,44.0,1
2048,1899,45.0,4
2049,1899,46.0,2
2050,1899,47.0,1
2051,1899,48.0,4
2052,1899,49.0,1
2053,1899,50.0,2
2054,1899,52.0,1
2055,1899,53.0,3
2056,1899,54.0,2
2057,1899,55.0,1
2058,1899,56.0,1
2059,1899,58.0,2
2060,1899,59.0,3
2061,1899,60.0,1
2062,1899,61.0,2
2063,1899,63.0,2
2064,1899,64.0,1
2065,1899,66.0,1
2066,1899,68.0,1
2067,1899,69.0,1
2068,1899,70.0,1
2069,1899,72.0,1
2070,1899,73.0,1
2071,1899,76.0,2
2072,1899,77.0,1
2073,1899,80.0,1
2074,1899,84.0,1
2075,1900,16.0,1
2076,1900,20.0,1
2077,1900,21.0,1
2078,1900,22.0,2
2079,1900,23.0,2
2080,1900,24.0,2
2081,1900,25.0,6
2082,1900,26.0,2
2083,1900,27.0,2
2084,1900,28.0,5
2085,1900,29.0,1
2086,1900,31.0,3
2087,1900,32.0,3
2088,1900,33.0,5
2089,1900,34.0,1
2090,1900,35.0,8
2091,1900,36.0,3
2092,1900,38.0,1
2093,1900,39.0,2
2094,1900,40.0,3
2095,1900,41.0,3
2096,1900,42.0,1
2097,1900,44.0,2
2098,1900,45.0,1
2099,1900,47.0,2
2100,1900,48.0,1
2101,1900,49.0,1
2102,1900,50.0,5
2103,1900,51.0,2
2104,1900,54.0,1
2105,1900,55.0,1
2106,1900,56.0,1
2107,1900,57.0,2
2108,1900,58.0,2
2109,1900,59.0,2
2110,1900,60.0,2
2111,1900,61.0,1
2112,1900,62.0,2
2113,1900,63.0,1
2114,1900,67.0,1
2115,1900,69.0,1
2116,1900,70.0,1
2117,1900,72.0,1
2118,1900,73.0,1
2119,1900,75.0,1
2120,1900,76.0,2
2121,1900,80.0,1
2122,1900,84.0,1
2123,1901,16.0,1
2124,1901,18.0,1
2125,1901,19.0,1
2126,1901,20.0,2
2127,1901,21.0,3
2128,1901,22.0,4
2129,1901,24.0,1
2130,1901,25.0,4
2131,1901,26.0,5
2132,1901,27.0,1
2133,1901,29.0,2
2134,1901,30.0,1
2135,1901,31.0,2
2136,1901,32.0,3
2137,1901,33.0,2
2138,1901,34.0,4
2139,1901,35.0,5
2140,1901,36.0,3
2141,1901,37.0,3
2142,1901,38.0,2
2143,1901,40.0,3
2144,1901,41.0,1
2145,1901,42.0,2
2146,1901,43.0,1
2147,1901,44.0,4
2148,1901,45.0,2
2149,1901,46.0,3
2150,1901,47.0,2
2151,1901,49.0,2
2152,1901,50.0,2
2153,1901,51.0,1
2154,1901,52.0,2
2155,1901,53.0,1
2156,1901,54.0,1
2157,1901,55.0,2
2158,1901,56.0,2
2159,1901,57.0,1
2160,1901,58.0,1
2161,1901,62.0,2
2162,1901,63.0,2
2163,1901,64.0,3
2164,1901,65.0,1
2165,1901,67.0,1
2166,1901,68.0,1
2167,1901,71.0,1
2168,1901,73.0,2
2169,1901,74.0,1
2170,1901,76.0,1
2171,1901,81.0,1
2172,1901,84.0,1
2173,1902,20.0,1
2174,1902,23.0,3
2175,1902,24.0,1
2176,1902,27.0,1
2177,1902,28.0,3
2178,1902,31.0,1
2179,1902,32.0,3
2180,1902,33.0,1
2181,1902,34.0,1
2182,1902,35.0,2
2183,1902,36.0,1
2184,1902,37.0,2
2185,1902,38.0,3
2186,1902,39.0,1
2187,1902,40.0,3
2188,1902,41.0,1
2189,1902,42.0,2
2190,1902,43.0,2
2191,1902,44.0,2
2192,1902,45.0,2
2193,1902,46.0,2
2194,1902,47.0,1
2195,1902,48.0,2
2196,1902,49.0,1
2197,1902,50.0,4
2198,1902,51.0,1
2199,1902,53.0,2
2200,1902,55.0,2
2201,1902,57.0,1
2202,1902,59.0,1
2203,1902,61.0,2
2204,1902,63.0,2
2205,1902,64.0,2
2206,1902,65.0,3
2207,1902,73.0,1
2208,1902,85.0,1
